2.578201517462730408e-02,9.471784532070159912e-02,2.743877172470092773e-01,3.028746545314788818e-01,1.817480772733688354e-01,7.500977721065282822e-03,8.648372441530227661e-02,-4.319372400641441345e-02,-3.791067749261856079e-02,-3.226424157619476318e-01,1.152547970414161682e-01,1.210307031869888306e-01,-9.252251684665679932e-02,5.722123384475708008e-02,-1.503268778324127197e-01,-8.791601657867431641e-02,-1.753739267587661743e-01,-1.984544843435287476e-01,8.296462893486022949e-02,4.103028774261474609e-02,-1.947586089372634888e-01,7.229950278997421265e-02,-4.168261773884296417e-03,-8.323939889669418335e-02,9.677048772573471069e-02,2.778591513633728027e-01,-2.617883980274200439e-01,1.810970306396484375e-01,-2.011646926403045654e-01,3.113241791725158691e-01,3.789803087711334229e-01,-8.690361678600311279e-02
4.822258651256561279e-02,6.721895933151245117e-02,1.434307992458343506e-01,2.168142050504684448e-01,2.382799535989761353e-01,1.790826171636581421e-01,8.296936750411987305e-02,-1.001390721648931503e-02,-7.068159431219100952e-02,-1.052999719977378845e-01,5.299676209688186646e-02,4.797793552279472351e-02,-1.714226230978965759e-02,6.619521230459213257e-02,-3.881226852536201477e-02,1.981319300830364227e-02,-6.139684095978736877e-02,-2.526455223560333252e-01,1.567662060260772705e-01,7.587630767375230789e-03,-1.054706797003746033e-01,9.758204221725463867e-02,1.123659908771514893e-01,-4.384504258632659912e-02,-8.545728027820587158e-02,4.279792904853820801e-01,-4.530073106288909912e-01,2.078388035297393799e-01,-1.522010415792465210e-01,3.843183815479278564e-01,2.462159544229507446e-01,-6.462790817022323608e-02
9.751307778060436249e-03,2.042128741741180420e-01,7.289407402276992798e-02,1.087829396128654480e-01,2.523133456707000732e-01,-1.216560676693916321e-01,-2.303891815245151520e-02,4.043671360705047846e-04,1.280120015144348145e-01,1.558121945708990097e-02,-1.518373787403106689e-01,3.974501490592956543e-01,-1.317795068025588989e-01,-3.994852676987648010e-02,3.380278591066598892e-03,2.940018773078918457e-01,1.990243345499038696e-01,-1.040267273783683777e-01,-1.788063198328018188e-01,1.870917379856109619e-01,-3.349200785160064697e-01,-2.331778407096862793e-01,-6.399246305227279663e-02,-8.656713366508483887e-02,-8.694759011268615723e-02,-8.791925013065338135e-02,-1.435661106370389462e-03,4.561077356338500977e-01,-1.555687338113784790e-01,7.120108604431152344e-02,-1.038478091359138489e-01,-8.902338333427906036e-03
2.426702901721000671e-02,1.069827526807785034e-01,1.754661798477172852e-01,2.444911301136016846e-01,2.332813739776611328e-01,1.820366829633712769e-01,8.845435082912445068e-02,-2.660424914211034775e-03,-8.206196874380111694e-02,-1.404241174459457397e-01,6.913492828607559204e-02,5.664552748203277588e-02,-3.128838911652565002e-02,8.040577173233032227e-02,-4.210109636187553406e-02,-3.222720464691519737e-03,-7.379267364740371704e-02,-2.384632378816604614e-01,1.723783463239669800e-01,-7.369306869804859161e-03,-1.192907094955444336e-01,1.130783930420875549e-01,7.670347392559051514e-02,-3.906783834099769592e-02,-6.968307495117187500e-02,3.911484777927398682e-01,-4.270572662353515625e-01,2.202476859092712402e-01,-1.868344694375991821e-01,3.626256585121154785e-01,2.669981420040130615e-01,-7.352857291698455811e-02
-1.792320236563682556e-02,1.412094086408615112e-01,2.330666035413742065e-01,1.615894138813018799e-01,2.651577293872833252e-01,2.624124884605407715e-01,2.293011099100112915e-01,4.853033646941184998e-02,-7.543648034334182739e-02,-2.058022469282150269e-01,1.563402265310287476e-01,8.862061053514480591e-02,-7.269503921270370483e-02,1.235581338405609131e-01,-1.185394451022148132e-01,-3.432833403348922729e-02,-2.356283515691757202e-01,-1.376079320907592773e-01,1.667525023221969604e-01,4.428840428590774536e-02,-1.880039423704147339e-01,1.115067899227142334e-01,1.049092039465904236e-02,1.216720975935459137e-02,-4.104682058095932007e-02,1.577408164739608765e-01,-2.649084925651550293e-01,2.486772388219833374e-01,-2.105843573808670044e-01,1.994748711585998535e-01,4.030399918556213379e-01,-1.779296100139617920e-01
-3.215577453374862671e-02,1.872616261243820190e-01,1.576271504163742065e-01,3.894115984439849854e-02,2.824288308620452881e-01,6.448940187692642212e-02,2.479231171309947968e-02,-1.419345438480377197e-01,5.460047721862792969e-02,-1.961516030132770538e-02,3.664890537038445473e-03,1.248564869165420532e-01,-4.074414819478988647e-02,-4.829381778836250305e-02,5.721279233694076538e-02,-1.701272209174931049e-03,-8.741457015275955200e-02,-3.741409480571746826e-01,5.392556637525558472e-02,2.057996951043605804e-02,1.095555629581212997e-02,1.091438229195773602e-03,-1.598614826798439026e-02,-7.000599056482315063e-03,-4.686563834547996521e-02,5.182243585586547852e-01,-2.398016452789306641e-01,1.360812187194824219e-01,-1.238653883337974548e-01,5.305045247077941895e-01,5.626402422785758972e-02,-9.227658808231353760e-02
8.622532337903976440e-02,-1.544248871505260468e-02,1.453217267990112305e-01,1.481073647737503052e-01,2.302042543888092041e-01,-1.434296816587448120e-01,-5.958176404237747192e-02,7.481328397989273071e-02,4.677218198776245117e-02,-2.003731727600097656e-01,-8.687094599008560181e-02,3.278976082801818848e-01,-1.039928942918777466e-01,1.332957856357097626e-02,-8.333507925271987915e-03,2.833527028560638428e-01,7.062939554452896118e-02,-2.241917103528976440e-01,-4.197103157639503479e-02,1.791639626026153564e-02,-2.515413165092468262e-01,-1.271573454141616821e-01,-5.758476257324218750e-02,7.586363703012466431e-02,-6.377276033163070679e-02,2.944531738758087158e-01,-1.862264871597290039e-01,3.898434638977050781e-01,-2.249660491943359375e-01,3.518450558185577393e-01,1.042853966355323792e-01,-9.619880467653274536e-02
1.397218741476535797e-02,1.337001472711563110e-01,6.728192325681447983e-03,1.939855515956878662e-02,9.174206294119358063e-03,-1.625882834196090698e-01,-8.751755952835083008e-02,-6.591465324163436890e-02,6.189950928092002869e-02,-1.202286183834075928e-01,-5.130321905016899109e-02,6.075525283813476562e-02,2.198755741119384766e-02,-7.644984871149063110e-02,-6.948420777916908264e-03,1.655158698558807373e-01,6.909055262804031372e-02,-3.125391900539398193e-01,-5.721162259578704834e-02,7.032960653305053711e-02,-1.675884798169136047e-02,-6.163622811436653137e-02,1.494821510277688503e-03,-4.705502651631832123e-03,9.214100241661071777e-02,6.250547766685485840e-01,-2.080852910876274109e-02,1.287854164838790894e-01,-6.248467415571212769e-02,5.527194142341613770e-01,-2.099090814590454102e-01,1.255953498184680939e-02
-5.587570369243621826e-02,2.463453412055969238e-01,2.914938628673553467e-01,1.271358430385589600e-01,1.638098657131195068e-01,8.428515493869781494e-02,-8.072182536125183105e-03,-1.517381146550178528e-02,-1.221001520752906799e-01,-2.576876878738403320e-01,2.189498990774154663e-01,-6.941617280244827271e-02,1.510208845138549805e-01,1.158861443400382996e-01,-6.183128431439399719e-02,-2.750357687473297119e-01,-3.143821358680725098e-01,-8.597481250762939453e-02,1.890101283788681030e-01,6.275726854801177979e-02,-1.882237344980239868e-01,1.439433395862579346e-01,-3.657190874218940735e-02,-1.201334595680236816e-01,1.829863786697387695e-01,8.508177846670150757e-02,-1.144725084304809570e-01,1.481633037328720093e-01,-3.153869807720184326e-01,1.307550966739654541e-01,2.522051632404327393e-01,-2.780137956142425537e-01
-4.501992464065551758e-02,2.604594528675079346e-01,4.362632334232330322e-02,-1.422446370124816895e-01,2.776066958904266357e-01,4.011080265045166016e-01,3.207124173641204834e-01,-1.600783318281173706e-01,1.413869261741638184e-01,2.346845418214797974e-01,-6.022970378398895264e-02,7.198304682970046997e-02,1.363861933350563049e-02,-1.444592028856277466e-01,-6.869508326053619385e-02,1.861078441143035889e-01,-2.050836198031902313e-02,-1.499097943305969238e-01,9.504566341638565063e-02,3.477231860160827637e-01,-1.125252470374107361e-01,3.102864371612668037e-03,1.544855087995529175e-01,-1.657243221998214722e-01,-1.676116436719894409e-01,1.310184001922607422e-01,-4.246601834893226624e-02,2.844861447811126709e-01,-2.922208420932292938e-02,1.762085258960723877e-01,-1.174653545022010803e-01,-8.209396898746490479e-02
